Saint Vincent and the Grenadines,2022,0.00
Saint Vincent and the Grenadines,2021,0.00
Saint Vincent and the Grenadines,2020,0.00
Saint Vincent and the Grenadines,2019,0.01
Saint Vincent and the Grenadines,2018,0.00
Saint Vincent and the Grenadines,2017,0.00
Saint Vincent and the Grenadines,2016,0.02
Saint Vincent and the Grenadines,2015,0.00
Saint Vincent and the Grenadines,2014,0.00
Saint Vincent and the Grenadines,2013,0.00
Saint Vincent and the Grenadines,2012,0.00
Saint Vincent and the Grenadines,2011,0.00
Saint Vincent and the Grenadines,2010,0.01
Saint Vincent and the Grenadines,2009,0.01
Saint Vincent and the Grenadines,2008,0.00
Saint Vincent and the Grenadines,2007,0.01
Saint Vincent and the Grenadines,2006,0.00
Saint Vincent and the Grenadines,2005,0.00
Saint Vincent and the Grenadines,2004,0.00
Saint Vincent and the Grenadines,2003,0.00
Saint Vincent and the Grenadines,2002,0.00
