Marshall Islands,2022,0.00
Marshall Islands,2021,0.00
Marshall Islands,2020,0.00
Marshall Islands,2019,0.00
Marshall Islands,2018,0.01
Marshall Islands,2017,0.00
Marshall Islands,2016,0.00
Marshall Islands,2015,0.00
Marshall Islands,2014,0.00
Marshall Islands,2013,0.00
Marshall Islands,2012,0.00
Marshall Islands,2011,0.00
Marshall Islands,2010,0.00
Marshall Islands,2009,0.00
Marshall Islands,2008,0.00
Marshall Islands,2007,0.00
Marshall Islands,2006,0.00
Marshall Islands,2005,0.00
Marshall Islands,2004,0.00
Marshall Islands,2003,0.00
Marshall Islands,2002,0.00
