Guinea-Bissau,2022,0.00
Guinea-Bissau,2021,0.00
Guinea-Bissau,2020,0.00
Guinea-Bissau,2019,0.05
Guinea-Bissau,2018,0.00
Guinea-Bissau,2017,0.00
Guinea-Bissau,2016,0.00
Guinea-Bissau,2015,0.00
Guinea-Bissau,2014,0.00
Guinea-Bissau,2013,0.00
Guinea-Bissau,2012,0.00
Guinea-Bissau,2011,0.01
Guinea-Bissau,2010,0.04
Guinea-Bissau,2009,0.00
Guinea-Bissau,2008,0.00
Guinea-Bissau,2007,0.00
Guinea-Bissau,2006,0.00
Guinea-Bissau,2005,0.00
Guinea-Bissau,2004,0.00
Guinea-Bissau,2003,0.00
Guinea-Bissau,2002,0.00
