Equatorial Guinea,2022,0.00
Equatorial Guinea,2021,0.15
Equatorial Guinea,2020,0.00
Equatorial Guinea,2019,0.00
Equatorial Guinea,2018,0.00
Equatorial Guinea,2017,0.00
Equatorial Guinea,2016,0.00
Equatorial Guinea,2015,0.28
Equatorial Guinea,2014,0.00
Equatorial Guinea,2013,0.00
Equatorial Guinea,2012,0.00
Equatorial Guinea,2011,0.01
Equatorial Guinea,2010,0.00
Equatorial Guinea,2009,0.00
Equatorial Guinea,2008,0.00
Equatorial Guinea,2007,0.00
Equatorial Guinea,2006,0.00
Equatorial Guinea,2005,0.00
Equatorial Guinea,2004,0.00
Equatorial Guinea,2003,0.00
Equatorial Guinea,2002,0.00
