Liechtenstein,2022,1.15
Liechtenstein,2021,0.32
Liechtenstein,2020,0.16
Liechtenstein,2019,0.79
Liechtenstein,2018,1.40
Liechtenstein,2017,1.46
Liechtenstein,2016,0.45
Liechtenstein,2015,0.03
Liechtenstein,2014,0.34
Liechtenstein,2013,0.50
Liechtenstein,2012,0.42
Liechtenstein,2011,1.94
Liechtenstein,2010,0.44
Liechtenstein,2009,0.81
Liechtenstein,2008,0.47
Liechtenstein,2007,0.37
Liechtenstein,2006,0.30
Liechtenstein,2005,0.04
Liechtenstein,2004,0.01
Liechtenstein,2003,0.00
Liechtenstein,2002,0.26
